campaign_id,title,description,brand_name,category,platform,budget,duration_days,target_age_group,target_gender,min_followers,min_engagement,deliverables,status,brand_reputation,created_at
IN_CMP_04744,Unacademy - Sports & Cricket Campaign,Promote Unacademy products to 18-24 audience,Unacademy,Sports & Cricket,Twitter,9535.33,14,18-24,All,9543,3.4,Review,draft,4.39,2025-05-19T00:00:00
IN_CMP_04745,Unacademy - Travel & Tourism Campaign,Promote Unacademy products to 18-24 audience,Unacademy,Travel & Tourism,LinkedIn,16979.04,45,18-24,Female,9388,4.7,"Video,Review",active,4.54,2025-08-28T00:00:00
IN_CMP_04746,OnePlus - Devotional & Spirituality Campaign,Promote OnePlus products to 25-34 audience,OnePlus,Devotional & Spirituality,Facebook,20354.56,7,25-34,All,7263,3.8,"Reel,Live Session",completed,2.12,2025-07-06T00:00:00
IN_CMP_04747,Wow Skin Science - Travel & Tourism Campaign,Promote Wow Skin Science products to 18-34 audience,Wow Skin Science,Travel & Tourism,Facebook,32709.8,14,18-34,Female,57851,4.6,"Review,Story,Live Session,Post",draft,2.95,2025-05-30T00:00:00
IN_CMP_04748,CRED - Fashion & Lifestyle Campaign,Promote CRED products to 35-44 audience,CRED,Fashion & Lifestyle,Instagram,21944.66,14,35-44,All,21605,5.0,"Story,Reel,Post",draft,4.43,2025-10-07T00:00:00
IN_CMP_04749,HUL - Entertainment & Comedy Campaign,Promote HUL products to 18-34 audience,HUL,Entertainment & Comedy,Twitter,5842.26,21,18-34,All,7578,4.4,"Post,Live Session",active,3.56,2025-07-10T00:00:00
IN_CMP_04750,Xiaomi - Technology & Gadgets Campaign,Promote Xiaomi products to 25-34 audience,Xiaomi,Technology & Gadgets,Instagram,10763.8,7,25-34,All,21661,3.0,"Video,Review",active,4.67,2025-11-11T00:00:00
IN_CMP_04751,Paytm - Music & Dance Campaign,Promote Paytm products to 18-24 audience,Paytm,Music & Dance,LinkedIn,627665.96,21,18-24,Male,688258,3.4,"Story,Reel",completed,3.47,2025-06-07T00:00:00
IN_CMP_04752,OnePlus - Regional Content Campaign,Promote OnePlus products to 18-24 audience,OnePlus,Regional Content,LinkedIn,131907.87,14,18-24,Female,804889,3.7,"Review,Story",completed,4.07,2025-10-25T00:00:00
IN_CMP_04753,Myntra - Gaming Campaign,Promote Myntra products to 35-44 audience,Myntra,Gaming,LinkedIn,11828.33,14,35-44,All,17577,3.0,"Video,Story",draft,4.35,2025-07-28T00:00:00
IN_CMP_04754,Reliance - Sports & Cricket Campaign,Promote Reliance products to 35-44 audience,Reliance,Sports & Cricket,Facebook,9285.79,21,35-44,Female,13483,3.3,"Story,Video,Post,Review",active,3.29,2025-09-05T00:00:00
IN_CMP_04755,Tata - Technology & Gadgets Campaign,Promote Tata products to 18-24 audience,Tata,Technology & Gadgets,Instagram,15478.4,30,18-24,Female,19022,2.4,"Reel,Video,Story",completed,4.22,2025-09-25T00:00:00
IN_CMP_04756,Asian Paints - Health & Fitness Campaign,Promote Asian Paints products to 35-44 audience,Asian Paints,Health & Fitness,YouTube,6134.1,14,35-44,Male,24490,4.2,"Review,Reel,Post,Story",active,4.24,2025-06-03T00:00:00
IN_CMP_04757,PhonePe - Food & Cooking Campaign,Promote PhonePe products to 18-34 audience,PhonePe,Food & Cooking,Facebook,10492.41,14,18-34,All,10938,3.5,"Reel,Story",completed,3.38,2025-10-16T00:00:00
IN_CMP_04758,Sugar Cosmetics - Health & Fitness Campaign,Promote Sugar Cosmetics products to 18-24 audience,Sugar Cosmetics,Health & Fitness,YouTube,43790.32,14,18-24,All,40396,5.8,"Video,Reel",draft,3.48,2025-06-28T00:00:00
IN_CMP_04759,Nestle India - Travel & Tourism Campaign,Promote Nestle India products to 25-34 audience,Nestle India,Travel & Tourism,YouTube,13287.15,14,25-34,All,15019,2.4,"Live Session,Reel",active,3.72,2025-08-23T00:00:00
IN_CMP_04760,Byju's - Food & Cooking Campaign,Promote Byju's products to 18-24 audience,Byju's,Food & Cooking,LinkedIn,11470.36,14,18-24,Female,11418,2.0,"Post,Video",completed,4.33,2025-09-21T00:00:00
IN_CMP_04761,Paytm - Gaming Campaign,Promote Paytm products to 25-34 audience,Paytm,Gaming,Instagram,7708.11,21,25-34,All,7859,3.6,Video,draft,4.27,2025-07-27T00:00:00
IN_CMP_04762,Unacademy - Travel & Tourism Campaign,Promote Unacademy products to 18-24 audience,Unacademy,Travel & Tourism,Facebook,9736.45,14,18-24,Male,17233,3.2,"Review,Live Session,Post",active,4.71,2025-10-27T00:00:00
IN_CMP_04763,Noise - News & Current Affairs Campaign,Promote Noise products to 18-34 audience,Noise,News & Current Affairs,Twitter,5950.81,30,18-34,All,17073,2.8,"Review,Reel",completed,3.38,2025-08-02T00:00:00
IN_CMP_04764,Myntra - Gaming Campaign,Promote Myntra products to 25-34 audience,Myntra,Gaming,Twitter,23129.22,14,25-34,Female,19579,2.3,"Reel,Video,Post,Review",draft,3.91,2025-09-16T00:00:00
IN_CMP_04765,Amazon India - Finance & Investment Campaign,Promote Amazon India products to 18-24 audience,Amazon India,Finance & Investment,Instagram,6033.28,14,18-24,Female,12598,2.4,"Post,Reel,Video",active,2.87,2025-11-10T00:00:00
IN_CMP_04766,Sugar Cosmetics - Devotional & Spirituality Campaign,Promote Sugar Cosmetics products to 35-44 audience,Sugar Cosmetics,Devotional & Spirituality,Instagram,42509.38,14,35-44,All,50366,4.0,Live Session,completed,4.04,2025-10-19T00:00:00
IN_CMP_04767,Amazon India - Finance & Investment Campaign,Promote Amazon India products to 35-44 audience,Amazon India,Finance & Investment,LinkedIn,15731.6,14,35-44,All,9622,4.8,"Story,Post",completed,4.51,2025-09-17T00:00:00
IN_CMP_04768,Byju's - Sports & Cricket Campaign,Promote Byju's products to 25-34 audience,Byju's,Sports & Cricket,Instagram,10376.2,14,25-34,All,15342,3.2,"Reel,Review",draft,4.17,2025-06-10T00:00:00
IN_CMP_04769,Mamaearth - Technology & Gadgets Campaign,Promote Mamaearth products to 18-24 audience,Mamaearth,Technology & Gadgets,Facebook,11077.76,7,18-24,All,6538,4.9,"Live Session,Post,Reel,Story",draft,4.61,2025-07-25T00:00:00
IN_CMP_04770,Realme - Entertainment & Comedy Campaign,Promote Realme products to 25-34 audience,Realme,Entertainment & Comedy,YouTube,46379.1,7,25-34,Male,56667,5.0,Live Session,completed,4.64,2025-10-20T00:00:00
IN_CMP_04771,Asian Paints - Fashion & Lifestyle Campaign,Promote Asian Paints products to 35-44 audience,Asian Paints,Fashion & Lifestyle,Twitter,22582.4,21,35-44,All,17218,4.8,"Post,Live Session",completed,4.23,2025-08-09T00:00:00
IN_CMP_04772,boAt Lifestyle - Beauty & Makeup Campaign,Promote boAt Lifestyle products to 35-44 audience,boAt Lifestyle,Beauty & Makeup,YouTube,72971.3,7,35-44,Female,81109,3.1,Live Session,draft,3.18,2025-08-05T00:00:00
IN_CMP_04773,Dream11 - Entertainment & Comedy Campaign,Promote Dream11 products to 35-44 audience,Dream11,Entertainment & Comedy,Instagram,16271.82,14,35-44,All,16181,4.0,"Video,Reel,Review",draft,3.56,2025-08-16T00:00:00
IN_CMP_04774,Nykaa - Entertainment & Comedy Campaign,Promote Nykaa products to 18-34 audience,Nykaa,Entertainment & Comedy,Instagram,32496.81,45,18-34,All,45832,5.9,"Video,Live Session",draft,4.86,2025-07-30T00:00:00
IN_CMP_04775,Paytm - Gaming Campaign,Promote Paytm products to 18-34 audience,Paytm,Gaming,Instagram,10429.91,14,18-34,Female,13584,5.0,Story,draft,2.52,2025-09-28T00:00:00
IN_CMP_04776,Tata - Health & Fitness Campaign,Promote Tata products to 18-34 audience,Tata,Health & Fitness,Facebook,24696.79,30,18-34,All,19823,2.5,"Video,Reel,Post",active,4.53,2025-07-08T00:00:00
IN_CMP_04777,Nykaa - Gaming Campaign,Promote Nykaa products to 25-34 audience,Nykaa,Gaming,YouTube,63152.39,14,25-34,All,31060,3.7,"Review,Post",active,4.11,2025-10-30T00:00:00
IN_CMP_04778,OnePlus - Technology & Gadgets Campaign,Promote OnePlus products to 25-34 audience,OnePlus,Technology & Gadgets,LinkedIn,10981.33,7,25-34,All,23472,4.8,Reel,completed,4.09,2025-08-26T00:00:00
IN_CMP_04779,Zomato - Entertainment & Comedy Campaign,Promote Zomato products to 25-34 audience,Zomato,Entertainment & Comedy,YouTube,8220.55,30,25-34,All,18652,3.3,Video,draft,3.79,2025-08-17T00:00:00
IN_CMP_04780,Byju's - Health & Fitness Campaign,Promote Byju's products to 25-34 audience,Byju's,Health & Fitness,Twitter,10980.85,14,25-34,All,21829,4.9,"Post,Story",completed,3.65,2025-08-05T00:00:00
IN_CMP_04781,Zomato - News & Current Affairs Campaign,Promote Zomato products to 25-34 audience,Zomato,News & Current Affairs,Instagram,7448.88,14,25-34,All,7147,2.0,"Reel,Live Session,Story",draft,3.85,2025-08-31T00:00:00
IN_CMP_04782,Sugar Cosmetics - Technology & Gadgets Campaign,Promote Sugar Cosmetics products to 35-44 audience,Sugar Cosmetics,Technology & Gadgets,Instagram,17164.67,7,35-44,Female,22080,3.6,"Reel,Review,Live Session",draft,4.53,2025-09-25T00:00:00
IN_CMP_04783,Noise - Sports & Cricket Campaign,Promote Noise products to 35-44 audience,Noise,Sports & Cricket,Instagram,28909.64,7,35-44,Male,94182,3.6,Post,draft,3.76,2025-09-28T00:00:00
IN_CMP_04784,Paytm - Beauty & Makeup Campaign,Promote Paytm products to 35-44 audience,Paytm,Beauty & Makeup,LinkedIn,209311.28,14,35-44,All,261132,2.4,"Review,Post",draft,4.49,2025-06-12T00:00:00
IN_CMP_04785,Dream11 - News & Current Affairs Campaign,Promote Dream11 products to 18-24 audience,Dream11,News & Current Affairs,LinkedIn,7146.8,14,18-24,All,24826,3.2,Live Session,active,3.29,2025-09-28T00:00:00
IN_CMP_04786,Swiggy - Devotional & Spirituality Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Devotional & Spirituality,Facebook,36941.34,21,35-44,Female,47288,3.6,"Post,Video,Live Session,Review",draft,3.49,2025-08-08T00:00:00
IN_CMP_04787,Boat - Travel & Tourism Campaign,Promote Boat products to 18-34 audience,Boat,Travel & Tourism,Facebook,13437.38,21,18-34,Male,20043,4.9,"Story,Live Session",active,4.29,2025-07-30T00:00:00
IN_CMP_04788,Asian Paints - News & Current Affairs Campaign,Promote Asian Paints products to 25-34 audience,Asian Paints,News & Current Affairs,LinkedIn,16627.02,21,25-34,All,20078,3.0,"Reel,Story",draft,3.44,2025-09-18T00:00:00
IN_CMP_04789,OnePlus - Health & Fitness Campaign,Promote OnePlus products to 18-24 audience,OnePlus,Health & Fitness,Twitter,46199.98,14,18-24,All,95494,4.2,Live Session,completed,3.77,2025-11-08T00:00:00
IN_CMP_04790,Sugar Cosmetics - Gaming Campaign,Promote Sugar Cosmetics products to 18-24 audience,Sugar Cosmetics,Gaming,LinkedIn,114109.99,21,18-24,All,865193,2.2,Live Session,completed,4.36,2025-09-18T00:00:00
IN_CMP_04791,Boat - Gaming Campaign,Promote Boat products to 35-44 audience,Boat,Gaming,Twitter,30139.7,14,35-44,All,35372,4.3,"Review,Story,Live Session",active,3.72,2025-11-09T00:00:00
IN_CMP_04792,boAt Lifestyle - Devotional & Spirituality Campaign,Promote boAt Lifestyle products to 35-44 audience,boAt Lifestyle,Devotional & Spirituality,Instagram,9636.64,14,35-44,All,10211,3.4,"Post,Story,Live Session",active,3.71,2025-06-06T00:00:00
IN_CMP_04793,Byju's - Finance & Investment Campaign,Promote Byju's products to 25-34 audience,Byju's,Finance & Investment,YouTube,14876.07,21,25-34,All,18846,2.8,"Story,Reel",active,4.5,2025-10-05T00:00:00
IN_CMP_04794,Nykaa - Gaming Campaign,Promote Nykaa products to 18-34 audience,Nykaa,Gaming,Facebook,29881.51,30,18-34,All,69395,5.0,"Video,Reel",draft,3.73,2025-09-04T00:00:00
IN_CMP_04795,Xiaomi - Devotional & Spirituality Campaign,Promote Xiaomi products to 18-24 audience,Xiaomi,Devotional & Spirituality,YouTube,219891.1,45,18-24,All,648110,2.9,"Story,Post",completed,3.82,2025-10-26T00:00:00
IN_CMP_04796,Xiaomi - News & Current Affairs Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,News & Current Affairs,LinkedIn,11111.28,45,35-44,All,14872,3.5,Video,active,2.92,2025-08-03T00:00:00
IN_CMP_04797,Tata - News & Current Affairs Campaign,Promote Tata products to 18-24 audience,Tata,News & Current Affairs,YouTube,128965.66,14,18-24,All,452714,3.7,"Live Session,Review",completed,2.95,2025-05-24T00:00:00
IN_CMP_04798,Mamaearth - Sports & Cricket Campaign,Promote Mamaearth products to 18-24 audience,Mamaearth,Sports & Cricket,Twitter,16779.31,21,18-24,Female,22825,4.7,"Video,Reel,Live Session",completed,3.33,2025-09-06T00:00:00
IN_CMP_04799,Tata - Education & Skills Campaign,Promote Tata products to 25-34 audience,Tata,Education & Skills,YouTube,44414.9,14,25-34,All,77899,3.4,Video,draft,3.81,2025-06-11T00:00:00
IN_CMP_04800,Flipkart - Education & Skills Campaign,Promote Flipkart products to 18-34 audience,Flipkart,Education & Skills,Instagram,933297.38,14,18-34,Female,520922,2.5,"Reel,Story",completed,4.07,2025-09-11T00:00:00
IN_CMP_04801,HUL - Entertainment & Comedy Campaign,Promote HUL products to 18-24 audience,HUL,Entertainment & Comedy,YouTube,11991.0,7,18-24,All,17064,2.3,Post,active,4.54,2025-07-31T00:00:00
IN_CMP_04802,Paytm - Sports & Cricket Campaign,Promote Paytm products to 25-34 audience,Paytm,Sports & Cricket,LinkedIn,179374.39,21,25-34,Female,774185,2.9,"Reel,Video",completed,4.43,2025-09-30T00:00:00
IN_CMP_04803,HUL - Sports & Cricket Campaign,Promote HUL products to 25-34 audience,HUL,Sports & Cricket,Instagram,22536.08,14,25-34,Female,16432,4.9,"Reel,Review,Video,Story",completed,3.34,2025-06-23T00:00:00
IN_CMP_04804,boAt Lifestyle - Devotional & Spirituality Campaign,Promote boAt Lifestyle products to 18-34 audience,boAt Lifestyle,Devotional & Spirituality,Instagram,12193.28,21,18-34,Male,15978,4.8,"Story,Review,Post,Live Session",completed,4.29,2025-07-04T00:00:00
IN_CMP_04805,Reliance - Fashion & Lifestyle Campaign,Promote Reliance products to 18-24 audience,Reliance,Fashion & Lifestyle,YouTube,6567.68,14,18-24,Female,19477,3.4,"Review,Story",completed,4.74,2025-07-27T00:00:00
IN_CMP_04806,Byju's - Food & Cooking Campaign,Promote Byju's products to 35-44 audience,Byju's,Food & Cooking,YouTube,10774.33,30,35-44,Male,22713,3.9,Video,active,3.44,2025-08-11T00:00:00
IN_CMP_04807,Flipkart - News & Current Affairs Campaign,Promote Flipkart products to 35-44 audience,Flipkart,News & Current Affairs,LinkedIn,7432.78,21,35-44,Male,17477,4.7,Post,completed,4.79,2025-05-24T00:00:00
IN_CMP_04808,Sugar Cosmetics - Music & Dance Campaign,Promote Sugar Cosmetics products to 18-24 audience,Sugar Cosmetics,Music & Dance,Twitter,31925.0,14,18-24,All,67729,5.4,Review,active,4.23,2025-10-01T00:00:00
IN_CMP_04809,Zomato - Food & Cooking Campaign,Promote Zomato products to 25-34 audience,Zomato,Food & Cooking,LinkedIn,12732.45,14,25-34,All,19991,2.6,"Live Session,Post",completed,4.22,2025-09-15T00:00:00
IN_CMP_04810,Byju's - Technology & Gadgets Campaign,Promote Byju's products to 18-24 audience,Byju's,Technology & Gadgets,Twitter,35991.28,45,18-24,Female,51368,4.5,Reel,completed,3.96,2025-10-10T00:00:00
IN_CMP_04811,Zomato - Travel & Tourism Campaign,Promote Zomato products to 18-24 audience,Zomato,Travel & Tourism,YouTube,5866.65,14,18-24,All,20862,4.5,"Post,Video",completed,3.86,2025-06-15T00:00:00
IN_CMP_04812,Myntra - Education & Skills Campaign,Promote Myntra products to 18-24 audience,Myntra,Education & Skills,Twitter,28175.58,30,18-24,All,48136,4.1,Reel,completed,2.86,2025-06-26T00:00:00
IN_CMP_04813,Boat - Entertainment & Comedy Campaign,Promote Boat products to 18-34 audience,Boat,Entertainment & Comedy,Twitter,15862.82,21,18-34,Female,8391,3.0,Post,active,3.37,2025-06-28T00:00:00
IN_CMP_04814,PhonePe - Sports & Cricket Campaign,Promote PhonePe products to 25-34 audience,PhonePe,Sports & Cricket,Facebook,7216.82,14,25-34,All,23440,2.1,Reel,completed,3.84,2025-07-23T00:00:00
IN_CMP_04815,Nestle India - Fashion & Lifestyle Campaign,Promote Nestle India products to 18-24 audience,Nestle India,Fashion & Lifestyle,YouTube,8536.66,30,18-24,Female,15423,2.1,"Reel,Live Session",completed,4.54,2025-08-20T00:00:00
IN_CMP_04816,Noise - Music & Dance Campaign,Promote Noise products to 35-44 audience,Noise,Music & Dance,YouTube,531233.16,14,35-44,Male,613923,3.0,"Review,Story",draft,3.06,2025-05-24T00:00:00
IN_CMP_04817,Boat - Food & Cooking Campaign,Promote Boat products to 18-34 audience,Boat,Food & Cooking,Instagram,21081.82,14,18-34,All,10506,3.2,"Video,Review",draft,4.5,2025-09-06T00:00:00
IN_CMP_04818,Nestle India - Fashion & Lifestyle Campaign,Promote Nestle India products to 18-24 audience,Nestle India,Fashion & Lifestyle,Twitter,13581.05,45,18-24,All,12306,4.2,Story,active,2.45,2025-08-28T00:00:00
IN_CMP_04819,OnePlus - Technology & Gadgets Campaign,Promote OnePlus products to 18-34 audience,OnePlus,Technology & Gadgets,YouTube,16904.35,7,18-34,All,24661,3.0,"Video,Reel,Review",completed,2.48,2025-05-28T00:00:00
IN_CMP_04820,Zomato - Food & Cooking Campaign,Promote Zomato products to 35-44 audience,Zomato,Food & Cooking,Twitter,5007.0,14,35-44,All,12049,3.2,"Video,Story",completed,4.87,2025-07-25T00:00:00
IN_CMP_04821,Myntra - Devotional & Spirituality Campaign,Promote Myntra products to 18-24 audience,Myntra,Devotional & Spirituality,LinkedIn,54114.66,14,18-24,All,84313,4.7,"Story,Live Session",completed,4.44,2025-08-30T00:00:00
IN_CMP_04822,Tata - Music & Dance Campaign,Promote Tata products to 18-34 audience,Tata,Music & Dance,Instagram,12143.5,21,18-34,Female,23273,2.2,"Review,Reel",completed,3.27,2025-10-25T00:00:00
IN_CMP_04823,Reliance - Music & Dance Campaign,Promote Reliance products to 25-34 audience,Reliance,Music & Dance,LinkedIn,14903.37,14,25-34,All,21771,4.3,"Live Session,Video,Reel",active,4.54,2025-10-14T00:00:00
IN_CMP_04824,Wow Skin Science - Travel & Tourism Campaign,Promote Wow Skin Science products to 25-34 audience,Wow Skin Science,Travel & Tourism,Facebook,25577.24,30,25-34,All,25569,4.6,Video,active,4.37,2025-07-04T00:00:00
IN_CMP_04825,Paytm - Education & Skills Campaign,Promote Paytm products to 18-34 audience,Paytm,Education & Skills,Facebook,9150.07,14,18-34,All,6845,2.6,"Story,Review",active,4.08,2025-06-06T00:00:00
IN_CMP_04826,Tata - Sports & Cricket Campaign,Promote Tata products to 25-34 audience,Tata,Sports & Cricket,Instagram,7907.01,45,25-34,Female,24076,3.6,"Reel,Review",draft,2.74,2025-06-20T00:00:00
IN_CMP_04827,Noise - News & Current Affairs Campaign,Promote Noise products to 18-24 audience,Noise,News & Current Affairs,YouTube,12519.01,7,18-24,All,6480,4.6,"Reel,Video",completed,3.53,2025-07-26T00:00:00
IN_CMP_04828,Xiaomi - Sports & Cricket Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,Sports & Cricket,Facebook,30078.17,21,35-44,All,49335,4.3,"Video,Post,Review",active,4.46,2025-11-05T00:00:00
IN_CMP_04829,Dream11 - Sports & Cricket Campaign,Promote Dream11 products to 35-44 audience,Dream11,Sports & Cricket,Twitter,9732.87,30,35-44,All,7436,3.8,Video,active,4.78,2025-05-25T00:00:00
IN_CMP_04830,Sugar Cosmetics - Gaming Campaign,Promote Sugar Cosmetics products to 18-34 audience,Sugar Cosmetics,Gaming,YouTube,50807.83,30,18-34,Female,81062,4.9,"Review,Live Session",draft,4.01,2025-10-09T00:00:00
IN_CMP_04831,boAt Lifestyle - Technology & Gadgets Campaign,Promote boAt Lifestyle products to 25-34 audience,boAt Lifestyle,Technology & Gadgets,LinkedIn,12560.05,14,25-34,Female,12641,3.0,"Story,Post",completed,3.23,2025-08-31T00:00:00
IN_CMP_04832,PhonePe - Travel & Tourism Campaign,Promote PhonePe products to 18-34 audience,PhonePe,Travel & Tourism,Instagram,199983.7,14,18-34,Female,952270,3.9,Live Session,completed,3.35,2025-07-13T00:00:00
IN_CMP_04833,Myntra - Gaming Campaign,Promote Myntra products to 18-24 audience,Myntra,Gaming,Facebook,6247.05,30,18-24,All,23246,3.8,"Video,Story",draft,3.03,2025-07-06T00:00:00
IN_CMP_04834,Nykaa - Food & Cooking Campaign,Promote Nykaa products to 18-34 audience,Nykaa,Food & Cooking,Instagram,17173.41,14,18-34,Female,24627,5.0,"Story,Video",active,4.71,2025-07-26T00:00:00
IN_CMP_04835,Swiggy - Fashion & Lifestyle Campaign,Promote Swiggy products to 25-34 audience,Swiggy,Fashion & Lifestyle,Twitter,19158.25,21,25-34,Female,22177,3.4,"Video,Story",draft,4.75,2025-10-09T00:00:00
IN_CMP_04836,Flipkart - Sports & Cricket Campaign,Promote Flipkart products to 18-24 audience,Flipkart,Sports & Cricket,Facebook,45615.4,30,18-24,Male,28219,4.0,Live Session,draft,4.88,2025-06-30T00:00:00
IN_CMP_04837,Reliance - Health & Fitness Campaign,Promote Reliance products to 35-44 audience,Reliance,Health & Fitness,Facebook,29427.32,7,35-44,All,54604,3.8,"Story,Reel,Review",active,4.56,2025-06-14T00:00:00
IN_CMP_04838,Mamaearth - Technology & Gadgets Campaign,Promote Mamaearth products to 18-24 audience,Mamaearth,Technology & Gadgets,Instagram,15338.85,30,18-24,Male,20691,4.0,Story,active,2.78,2025-10-15T00:00:00
IN_CMP_04839,Swiggy - Regional Content Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Regional Content,YouTube,5414.45,21,35-44,All,16327,3.6,"Reel,Review,Video",draft,4.03,2025-08-25T00:00:00
IN_CMP_04840,Xiaomi - Health & Fitness Campaign,Promote Xiaomi products to 35-44 audience,Xiaomi,Health & Fitness,YouTube,5536.65,45,35-44,All,17613,4.2,"Video,Reel",completed,4.71,2025-11-07T00:00:00
IN_CMP_04841,Zomato - Travel & Tourism Campaign,Promote Zomato products to 25-34 audience,Zomato,Travel & Tourism,LinkedIn,47007.11,21,25-34,Male,92231,4.4,"Review,Story",completed,4.78,2025-09-02T00:00:00
IN_CMP_04842,boAt Lifestyle - Finance & Investment Campaign,Promote boAt Lifestyle products to 35-44 audience,boAt Lifestyle,Finance & Investment,Facebook,36710.24,30,35-44,Female,35153,3.8,"Video,Reel",completed,4.04,2025-09-28T00:00:00
IN_CMP_04843,Mamaearth - Travel & Tourism Campaign,Promote Mamaearth products to 35-44 audience,Mamaearth,Travel & Tourism,Facebook,10506.91,30,35-44,All,5744,2.6,Video,active,4.04,2025-08-21T00:00:00
IN_CMP_04844,Flipkart - Entertainment & Comedy Campaign,Promote Flipkart products to 25-34 audience,Flipkart,Entertainment & Comedy,LinkedIn,7277.84,7,25-34,All,23764,3.4,Reel,active,3.74,2025-10-15T00:00:00
IN_CMP_04845,Myntra - Music & Dance Campaign,Promote Myntra products to 18-24 audience,Myntra,Music & Dance,Twitter,53521.98,7,18-24,All,64012,5.1,"Live Session,Review",active,3.02,2025-09-24T00:00:00
IN_CMP_04846,Dream11 - Beauty & Makeup Campaign,Promote Dream11 products to 25-34 audience,Dream11,Beauty & Makeup,Instagram,13863.47,30,25-34,Female,15555,4.4,"Live Session,Video,Review",completed,4.34,2025-08-12T00:00:00
IN_CMP_04847,Realme - Devotional & Spirituality Campaign,Promote Realme products to 18-24 audience,Realme,Devotional & Spirituality,LinkedIn,8074.49,60,18-24,All,24802,3.8,"Story,Reel",draft,4.58,2025-08-30T00:00:00
IN_CMP_04848,Myntra - Devotional & Spirituality Campaign,Promote Myntra products to 35-44 audience,Myntra,Devotional & Spirituality,LinkedIn,24339.17,14,35-44,Male,12501,4.7,Review,active,3.95,2025-08-09T00:00:00
IN_CMP_04849,Flipkart - Gaming Campaign,Promote Flipkart products to 35-44 audience,Flipkart,Gaming,Facebook,123745.57,7,35-44,All,948594,3.1,Post,completed,4.16,2025-10-10T00:00:00
IN_CMP_04850,Boat - Beauty & Makeup Campaign,Promote Boat products to 18-24 audience,Boat,Beauty & Makeup,YouTube,5680.51,14,18-24,All,6314,3.3,Reel,active,3.8,2025-05-30T00:00:00
IN_CMP_04851,OnePlus - Music & Dance Campaign,Promote OnePlus products to 18-24 audience,OnePlus,Music & Dance,YouTube,78399.87,21,18-24,All,73723,3.2,Live Session,completed,3.69,2025-06-05T00:00:00
IN_CMP_04852,Nykaa - News & Current Affairs Campaign,Promote Nykaa products to 35-44 audience,Nykaa,News & Current Affairs,Facebook,20090.91,14,35-44,Female,12864,3.1,"Reel,Post,Live Session",completed,3.65,2025-11-11T00:00:00
IN_CMP_04853,Nestle India - Health & Fitness Campaign,Promote Nestle India products to 18-34 audience,Nestle India,Health & Fitness,Twitter,13259.1,7,18-34,Male,19403,4.3,"Reel,Live Session,Video,Post",completed,4.81,2025-09-29T00:00:00
IN_CMP_04854,Unacademy - Food & Cooking Campaign,Promote Unacademy products to 18-34 audience,Unacademy,Food & Cooking,Instagram,29762.47,14,18-34,Female,74962,5.3,Story,active,4.27,2025-09-27T00:00:00
IN_CMP_04855,Swiggy - Education & Skills Campaign,Promote Swiggy products to 25-34 audience,Swiggy,Education & Skills,Instagram,21345.48,30,25-34,All,23823,3.2,Live Session,draft,3.72,2025-10-30T00:00:00
IN_CMP_04856,Byju's - Fashion & Lifestyle Campaign,Promote Byju's products to 25-34 audience,Byju's,Fashion & Lifestyle,YouTube,10999.21,21,25-34,Male,8295,3.5,"Post,Video,Story",draft,4.17,2025-08-16T00:00:00
IN_CMP_04857,Asian Paints - Food & Cooking Campaign,Promote Asian Paints products to 25-34 audience,Asian Paints,Food & Cooking,Twitter,41969.75,30,25-34,All,34149,3.3,Post,completed,2.55,2025-08-01T00:00:00
IN_CMP_04858,Tata - Gaming Campaign,Promote Tata products to 18-24 audience,Tata,Gaming,LinkedIn,12217.27,21,18-24,All,11243,3.0,Story,active,4.43,2025-06-29T00:00:00
IN_CMP_04859,Flipkart - Food & Cooking Campaign,Promote Flipkart products to 35-44 audience,Flipkart,Food & Cooking,Instagram,18881.67,30,35-44,Female,10485,2.9,"Post,Review",completed,3.33,2025-10-28T00:00:00
IN_CMP_04860,Myntra - Music & Dance Campaign,Promote Myntra products to 18-34 audience,Myntra,Music & Dance,Twitter,24713.54,14,18-34,All,21671,4.9,Live Session,draft,1.77,2025-10-09T00:00:00
IN_CMP_04861,Swiggy - Gaming Campaign,Promote Swiggy products to 35-44 audience,Swiggy,Gaming,LinkedIn,691164.47,14,35-44,All,761401,3.7,Live Session,completed,4.35,2025-09-11T00:00:00
IN_CMP_04862,Nykaa - Fashion & Lifestyle Campaign,Promote Nykaa products to 18-24 audience,Nykaa,Fashion & Lifestyle,Facebook,5389.63,7,18-24,Female,24051,2.3,"Reel,Story,Review",completed,3.35,2025-06-12T00:00:00
IN_CMP_04863,Tata - Sports & Cricket Campaign,Promote Tata products to 18-24 audience,Tata,Sports & Cricket,Instagram,17419.66,14,18-24,Female,19121,3.4,"Reel,Live Session,Review",completed,4.0,2025-09-26T00:00:00
IN_CMP_04864,Reliance - Devotional & Spirituality Campaign,Promote Reliance products to 25-34 audience,Reliance,Devotional & Spirituality,YouTube,9049.54,14,25-34,Female,20773,3.9,"Reel,Story,Live Session,Video",active,3.62,2025-09-04T00:00:00
